FUNCTION,WCC PLAIN,WCC QUANTIZED,CRAP,SKUNK,IGNORED,IS COMPLEX,FUNCTION PATH
"parse_any_number (856, 858)",0.000,1.000,0.000,0.000,false,false,"/Deserializer<R> (135,1215)/parse_any_number (856,858)"
"parse_any_number (861, 877)",0.000,0.000,56.000,28.000,false,true,"/Deserializer<R> (135,1215)/parse_any_number (861,877)"
"scan_or_eof (880, 888)",0.000,0.000,2.000,4.000,false,false,"/Deserializer<R> (135,1215)/scan_or_eof (880,888)"
"scan_integer (891, 913)",0.000,0.000,30.000,20.000,false,false,"/Deserializer<R> (135,1215)/scan_integer (891,913)"
"scan_number (916, 922)",0.000,0.000,2.000,4.000,false,false,"/Deserializer<R> (135,1215)/scan_number (916,922)"
"scan_decimal (925, 947)",0.000,0.000,20.000,16.000,false,false,"/Deserializer<R> (135,1215)/scan_decimal (925,947)"
"scan_exponent (950, 980)",0.000,0.000,6.000,8.000,false,false,"/Deserializer<R> (135,1215)/scan_exponent (950,980)"
"parse_object_colon (982, 991)",0.700,0.700,1.000,0.000,false,false,"/Deserializer<R> (135,1215)/parse_object_colon (982,991)"
"end_seq (993, 1009)",1.941,0.647,3.000,0.000,false,false,"/Deserializer<R> (135,1215)/end_seq (993,1009)"
"end_map (1011, 1021)",0.727,0.727,1.000,0.000,false,false,"/Deserializer<R> (135,1215)/end_map (1011,1021)"
"ignore_value (1023, 1136)",13.542,1.178,23.757,10.366,false,false,"/Deserializer<R> (135,1215)/ignore_value (1023,1136)"
"ignore_integer (1138, 1161)",2.364,0.591,4.038,2.133,false,false,"/Deserializer<R> (135,1215)/ignore_integer (1138,1161)"
"ignore_decimal (1163, 1180)",1.867,0.933,2.001,0.533,false,false,"/Deserializer<R> (135,1215)/ignore_decimal (1163,1180)"
"ignore_exponent (1182, 1203)",1.412,0.706,2.002,0.615,false,false,"/Deserializer<R> (135,1215)/ignore_exponent (1182,1203)"
"deserialize_raw_value (1206, 1214)",0.000,0.000,0.000,0.000,false,false,"/Deserializer<R> (135,1215)/deserialize_raw_value (1206,1214)"
"<anonymous> (722, 722)",0.000,0.000,0.000,0.000,false,false,"/Deserializer<R> (135,1215)/parse_long_exponent (687,732)/<anonymous> (722,722)"
"<anonymous> (368, 368)",0.000,1.000,0.000,0.000,false,false,"/Deserializer<R> (135,1215)/fix_position (367,369)/<anonymous> (368,368)"
"visit (111, 122)",0.750,0.750,1.000,0.000,false,false,"/ParserNumber (110,133)/visit (111,122)"
"invalid_type (124, 132)",0.444,0.444,1.037,1.333,false,false,"/ParserNumber (110,133)/invalid_type (124,132)"
"from_str (89, 91)",0.000,1.000,0.000,0.000,false,false,"/Deserializer<read::StrRead<'a>> (87,92)/from_str (89,91)"
"from_slice (82, 84)",0.000,1.000,0.000,0.000,false,false,"/Deserializer<read::SliceRead<'a>> (80,85)/from_slice (82,84)"
"from_reader (75, 77)",0.000,1.000,0.000,0.000,false,false,"/Deserializer<read::IoRead<R>> (66,78)/from_reader (75,77)"
"new (52, 62)",0.000,1.000,0.000,0.000,false,false,"/Deserializer<R> (40,63)/new (52,62)"
de.rs,32.673,0.480,281.948,97.649,false,true,src/value/de.rs
"visit_array (172, 188)",1.294,0.647,2.076,2.133,false,false,"/visit_array (172,188)"
"visit_object (190, 206)",1.765,0.882,2.000,0.000,false,false,"/visit_object (190,206)"
"visit_array_ref (670, 686)",1.294,0.647,2.076,2.133,false,false,"/visit_array_ref (670,686)"
"visit_object_ref (688, 704)",1.294,0.647,2.076,2.133,false,false,"/visit_object_ref (688,704)"
"unit_variant (1349, 1351)",0.000,0.000,0.000,0.000,false,false,"/UnitOnly (1346,1386)/unit_variant (1349,1351)"
"newtype_variant_seed (1353, 1361)",0.000,0.000,0.000,0.000,false,false,"/UnitOnly (1346,1386)/newtype_variant_seed (1353,1361)"
"tuple_variant (1363, 1371)",0.000,0.000,0.000,0.000,false,false,"/UnitOnly (1346,1386)/tuple_variant (1363,1371)"
"struct_variant (1373, 1385)",0.000,0.000,0.000,0.000,false,false,"/UnitOnly (1346,1386)/struct_variant (1373,1385)"
"variant_seed (1335, 1341)",0.000,0.000,0.000,0.000,false,false,"/BorrowedCowStrDeserializer<'de> (1331,1342)/variant_seed (1335,1341)"
"deserialize_any (1301, 1310)",0.800,0.800,1.000,0.000,false,false,"/BorrowedCowStrDeserializer<'de> (1298,1329)/deserialize_any (1301,1310)"
"deserialize_enum (1312, 1322)",0.000,0.000,0.000,0.000,false,false,"/BorrowedCowStrDeserializer<'de> (1298,1329)/deserialize_enum (1312,1322)"
"new (1293, 1295)",0.000,1.000,0.000,0.000,false,false,"/BorrowedCowStrDeserializer<'de> (1292,1296)/new (1293,1295)"
"invalid_type (1268, 1273)",0.000,0.000,0.000,0.000,false,false,"/Value (1266,1286)/invalid_type (1268,1273)"
"unexpected (1276, 1285)",0.000,0.000,2.000,4.000,false,false,"/Value (1266,1286)/unexpected (1276,1285)"
"expecting (1234, 1236)",0.000,0.000,0.000,0.000,false,false,"/KeyClassifier (1231,1264)/expecting (1234,1236)"
"visit_str (1238, 1249)",1.000,1.000,1.000,0.000,false,false,"/KeyClassifier (1231,1264)/visit_str (1238,1249)"
"visit_string (1252, 1263)",1.000,1.000,1.000,0.000,false,false,"/KeyClassifier (1231,1264)/visit_string (1252,1263)"
"deserialize (1223, 1228)",0.000,1.000,0.000,0.000,false,false,"/KeyClassifier (1220,1229)/deserialize (1223,1228)"
"deserialize_any (1148, 1153)",0.000,1.000,0.000,0.000,false,false,"/MapKeyDeserializer<'de> (1145,1208)/deserialize_any (1148,1153)"
"deserialize_option (1170, 1176)",0.000,0.000,0.000,0.000,false,false,"/MapKeyDeserializer<'de> (1145,1208)/deserialize_option (1170,1176)"
